old_private	new_private	destination_module
_private.NumStability.Algorithms.Sylvester.Higham16.0.NumStability.rectMatMul_left_right_sub	_private.NumStability.Source.Higham.Chapter16.Foundations.Core.0.NumStability.rectMatMul_left_right_sub	NumStability.Source.Higham.Chapter16.Foundations.Core
_private.NumStability.Algorithms.Sylvester.Higham16.0.NumStability.sylvesterVecCoeff_det_ne_zero_of_pos_le_sylvesterSepInf	_private.NumStability.Source.Higham.Chapter16.Foundations.Core.0.NumStability.sylvesterVecCoeff_det_ne_zero_of_pos_le_sylvesterSepInf	NumStability.Source.Higham.Chapter16.Foundations.Core
_private.NumStability.Algorithms.Sylvester.Higham16.0.NumStability.sylvesterVecCoeff_det_ne_zero_of_sepLowerBound	_private.NumStability.Source.Higham.Chapter16.Foundations.Core.0.NumStability.sylvesterVecCoeff_det_ne_zero_of_sepLowerBound	NumStability.Source.Higham.Chapter16.Foundations.Core
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.abs_sub_add_add_le	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.abs_sub_add_add_le	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_lyapunovBackwardObjective	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_lyapunovBackwardObjective	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_pairFst	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_pairFst	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_pairFst_entry	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_pairFst_entry	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_pairSnd	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_pairSnd	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_pairSnd_entry	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_pairSnd_entry	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_sylvesterBackwardObjective	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_sylvesterBackwardObjective	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_tripleFst	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_tripleFst	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_tripleFst_entry	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_tripleFst_entry	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_tripleSndFst	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_tripleSndFst	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_tripleSndFst_entry	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_tripleSndFst_entry	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_tripleSndSnd	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_tripleSndSnd	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.continuous_tripleSndSnd_entry	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.continuous_tripleSndSnd_entry	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.isBackwardError_sylvesterBackwardObjective	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.isBackwardError_sylvesterBackwardObjective	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.isClosed_lyapunovBackwardFeasibleSet	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.isClosed_lyapunovBackwardFeasibleSet	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.isClosed_sylvesterBackwardFeasibleSet	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.isClosed_sylvesterBackwardFeasibleSet	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.isLyapunovBackwardError_lyapunovBackwardObjective	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.isLyapunovBackwardError_lyapunovBackwardObjective	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.lyapunovBackwardFeasibleSet	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.lyapunovBackwardFeasibleSet	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.lyapunovBackwardObjective	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.lyapunovBackwardObjective	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.lyapunovBackwardObjective_le	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.lyapunovBackwardObjective_le	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.lyapunovBackwardObjective_nonneg	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.lyapunovBackwardObjective_nonneg	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.sq_le_sq_of_nonneg_of_le	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.sq_le_sq_of_nonneg_of_le	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.sylvesterBackwardFeasibleSet	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.sylvesterBackwardFeasibleSet	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.sylvesterBackwardObjective	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.sylvesterBackwardObjective	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.sylvesterBackwardObjective_le	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.sylvesterBackwardObjective_le	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Minimizers.0.NumStability.sylvesterBackwardObjective_nonneg	_private.NumStability.Source.Higham.Chapter16.Minimizers.Results.0.NumStability.sylvesterBackwardObjective_nonneg	NumStability.Source.Higham.Chapter16.Minimizers.Results
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16Problem16_2QuadraticCLM	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16Problem16_2QuadraticCLM	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16Problem16_2QuadraticComplexLinear	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16Problem16_2QuadraticComplexLinear	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_eventually_norm_pow_le_of_spectralRadius_lt	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_eventually_norm_pow_le_of_spectralRadius_lt	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_exists_uniform_geometric_power_bound	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_exists_uniform_geometric_power_bound	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_kernel_integrable_of_exp_decay	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_kernel_integrable_of_exp_decay	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_neg_one_hurwitz	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_neg_one_hurwitz	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_normSq_add_real	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_normSq_add_real	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_norm_exp_smul_le_of_uniform_power_bound	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_norm_exp_smul_le_of_uniform_power_bound	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_problem16_2_integral_posDef_of_pointwise	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_problem16_2_integral_posDef_of_pointwise	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_problem16_2_kernel_deriv_integrableOn	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_problem16_2_kernel_deriv_integrableOn	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_problem16_2_quadraticCLM_apply	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_problem16_2_quadraticCLM_apply	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_problem16_2_quadraticComplexLinear_apply	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_problem16_2_quadraticComplexLinear_apply	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16Problem16_2.0.NumStability.higham16_zero_posSemidef_not_posDef	_private.NumStability.Source.Higham.Chapter16.Problem02.Results.Core.0.NumStability.higham16_zero_posSemidef_not_posDef	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
_private.NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSolve.0.NumStability.Wave15.solve2x2_core	_private.NumStability.Source.Higham.Chapter16.QuasiRounded.Solve.0.NumStability.Wave15.solve2x2_core	NumStability.Source.Higham.Chapter16.QuasiRounded.Solve
_private.NumStability.Algorithms.Sylvester.Higham16Spectrum.0.NumStability.column_sum_split_of_zero_below	_private.NumStability.Source.Higham.Chapter16.Spectrum.Results.0.NumStability.column_sum_split_of_zero_below	NumStability.Source.Higham.Chapter16.Spectrum.Results
_private.NumStability.Algorithms.Sylvester.Higham16Spectrum.0.NumStability.mulVec_injective_of_det_ne_zero	_private.NumStability.Source.Higham.Chapter16.Spectrum.Results.0.NumStability.mulVec_injective_of_det_ne_zero	NumStability.Source.Higham.Chapter16.Spectrum.Results
_private.NumStability.Algorithms.Sylvester.Higham16Spectrum.0.NumStability.mulVec_surjective_of_det_ne_zero	_private.NumStability.Source.Higham.Chapter16.Spectrum.Results.0.NumStability.mulVec_surjective_of_det_ne_zero	NumStability.Source.Higham.Chapter16.Spectrum.Results
_private.NumStability.Algorithms.Sylvester.Higham16Spectrum.0.NumStability.rectMatMul_schur_coords_expand_for_triangular	_private.NumStability.Source.Higham.Chapter16.Spectrum.Results.0.NumStability.rectMatMul_schur_coords_expand_for_triangular	NumStability.Source.Higham.Chapter16.Spectrum.Results
_private.NumStability.Algorithms.Sylvester.Higham16Spectrum.0.NumStability.triangular_column_sum_split	_private.NumStability.Source.Higham.Chapter16.Spectrum.Results.0.NumStability.triangular_column_sum_split	NumStability.Source.Higham.Chapter16.Spectrum.Results
_private.NumStability.Algorithms.Sylvester.Higham16Spectrum.0.NumStability.two_column_block_sum_split	_private.NumStability.Source.Higham.Chapter16.Spectrum.Results.0.NumStability.two_column_block_sum_split	NumStability.Source.Higham.Chapter16.Spectrum.Results
_private.NumStability.Algorithms.Sylvester.Higham16VecPermutationNotes.0.NumStability.higham16_sum_swap_indicator	_private.NumStability.Source.Higham.Chapter16.VecPermutation.Notes.0.NumStability.higham16_sum_swap_indicator	NumStability.Source.Higham.Chapter16.VecPermutation.Notes
_private.NumStability.Analysis.SylvesterSchurExistence.0.NumStability.complexSylvesterVecCoeffDualIndexEquiv	_private.NumStability.Analysis.MatrixEquations.SylvesterExistence.0.NumStability.complexSylvesterVecCoeffDualIndexEquiv	NumStability.Analysis.MatrixEquations.SylvesterExistence
_private.NumStability.Analysis.SylvesterSchurExistence.0.NumStability.complex_mulVec_injective_of_det_ne_zero	_private.NumStability.Analysis.MatrixEquations.SylvesterExistence.0.NumStability.complex_mulVec_injective_of_det_ne_zero	NumStability.Analysis.MatrixEquations.SylvesterExistence
_private.NumStability.Analysis.SylvesterSchurExistence.0.NumStability.complex_mulVec_surjective_of_det_ne_zero	_private.NumStability.Analysis.MatrixEquations.SylvesterExistence.0.NumStability.complex_mulVec_surjective_of_det_ne_zero	NumStability.Analysis.MatrixEquations.SylvesterExistence
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_14_abs_add_eq_add_abs_of_mul_nonneg	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_14_abs_add_eq_add_abs_of_mul_nonneg	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_14_actualFactor_abs_diag_le_sum	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_14_actualFactor_abs_diag_le_sum	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_14_actualFactor_abs_sub_le_sum	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_14_actualFactor_abs_sub_le_sum	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_14_exact_LU_diag_rel	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_14_exact_LU_diag_rel	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_14_exact_LU_sub_eq	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_14_exact_LU_sub_eq	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_14_exact_LU_super_eq	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_14_exact_LU_super_eq	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_21_lower_row_sum	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_21_lower_row_sum	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_21_lower_step_corrected	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_21_lower_step_corrected	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_21_upper_last_step_corrected	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_21_upper_last_step_corrected	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_21_upper_row_sum	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_21_upper_row_sum	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Actual.0.NumStability.higham9_21_upper_step_corrected	_private.NumStability.Source.Higham.Chapter09.Theorem14.Actual.0.NumStability.higham9_21_upper_step_corrected	NumStability.Source.Higham.Chapter09.Theorem14.Actual
_private.NumStability.Source.Higham.Chapter09.Theorem914Primitive.0.NumStability.higham9_14_div_input_stability	_private.NumStability.Source.Higham.Chapter09.Theorem14.Primitive.0.NumStability.higham9_14_div_input_stability	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
_private.NumStability.Source.Higham.Chapter09.Theorem914Primitive.0.NumStability.higham9_14_exists_finite_source_bounds	_private.NumStability.Source.Higham.Chapter09.Theorem14.Primitive.0.NumStability.higham9_14_exists_finite_source_bounds	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
_private.NumStability.Source.Higham.Chapter09.Theorem914Primitive.0.NumStability.higham9_14_pivotErrorBudget_le_final	_private.NumStability.Source.Higham.Chapter09.Theorem14.Primitive.0.NumStability.higham9_14_pivotErrorBudget_le_final	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
_private.NumStability.Source.Higham.Chapter09.Theorem914Primitive.0.NumStability.higham9_14_pivotErrorBudget_step	_private.NumStability.Source.Higham.Chapter09.Theorem14.Primitive.0.NumStability.higham9_14_pivotErrorBudget_step	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
_private.NumStability.Source.Higham.Chapter09.Theorem914Primitive.0.NumStability.higham9_14_roundedPivot_step_error	_private.NumStability.Source.Higham.Chapter09.Theorem14.Primitive.0.NumStability.higham9_14_roundedPivot_step_error	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
_private.NumStability.Source.Higham.Chapter11.Higham11BunchExactTrace.0.NumStability.Higham11ExactBunchTrace.bunchAlpha_sq_le_one_sub_sq	_private.NumStability.Source.Higham.Chapter11.Bunch.ExactTrace.0.NumStability.Higham11ExactBunchTrace.bunchAlpha_sq_le_one_sub_sq	NumStability.Source.Higham.Chapter11.Bunch.ExactTrace
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.Higham11RoundedBunchKaufmanExecution.flatAbsProduct_le_thirtySix_dimension_stageMax	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.Higham11RoundedBunchKaufmanExecution.flatAbsProduct_le_thirtySix_dimension_stageMax	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockOne_absProduct_00	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockOne_absProduct_00	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockOne_absProduct_0s	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockOne_absProduct_0s	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockOne_absProduct_s0	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockOne_absProduct_s0	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockOne_global_budget_thirtySix	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockOne_global_budget_thirtySix	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockTwo_absProduct_00	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockTwo_absProduct_00	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockTwo_absProduct_01	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockTwo_absProduct_01	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockTwo_absProduct_10	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockTwo_absProduct_10	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockTwo_absProduct_11	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockTwo_absProduct_11	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockTwo_absProduct_pp	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockTwo_absProduct_pp	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockTwo_absProduct_pt	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockTwo_absProduct_pt	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockTwo_absProduct_tp	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockTwo_absProduct_tp	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth.0.NumStability.blockTwo_global_budget_thirtySix	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth.0.NumStability.blockTwo_global_budget_thirtySix	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactTrace.0.NumStability.higham11_2_bunchKaufmanOmegaOne_pos_of_branch	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace.0.NumStability.higham11_2_bunchKaufmanOmegaOne_pos_of_branch	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve.0.NumStability.abs_one_add_le_one_add	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve.0.NumStability.abs_one_add_le_one_add	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve.0.NumStability.explicitInverse_diagonal_ratio_le	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve.0.NumStability.explicitInverse_diagonal_ratio_le	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve.0.NumStability.explicitInverse_mu_ratio_le	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve.0.NumStability.explicitInverse_mu_ratio_le	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve.0.NumStability.explicitInverse_scaled_ratio_le	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve.0.NumStability.explicitInverse_scaled_ratio_le	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve.0.NumStability.one_sub_le_one_add	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve.0.NumStability.one_sub_le_one_add	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseTerminalClosedForm.0.NumStability.Higham11RoundedBunchKaufmanExecution.explicitInverse_terminal_input_envelope_nonneg	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.TerminalClosedForm.0.NumStability.Higham11RoundedBunchKaufmanExecution.explicitInverse_terminal_input_envelope_nonneg	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.TerminalClosedForm
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth.0.NumStability.Higham11RoundedBunchKaufmanExecution.flatAbsProduct_le_forty_mul_dimension_mul_roundedStageMax_aux	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth.0.NumStability.Higham11RoundedBunchKaufmanExecution.flatAbsProduct_le_forty_mul_dimension_mul_roundedStageMax_aux	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth.0.NumStability.higham11_4_blockOne_absProduct_00	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth.0.NumStability.higham11_4_blockOne_absProduct_00	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth.0.NumStability.higham11_4_blockOne_absProduct_0s	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth.0.NumStability.higham11_4_blockOne_absProduct_0s	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth.0.NumStability.higham11_4_blockOne_absProduct_global_budget	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth.0.NumStability.higham11_4_blockOne_absProduct_global_budget	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
_private.NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth.0.NumStability.higham11_4_blockOne_absProduct_s0	_private.NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth.0.NumStability.higham11_4_blockOne_absProduct_s0	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
