consumer_module	consumer_path	consumer_scope	old_import	new_import
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Analysis.SylvesterSchurExistence	NumStability.Analysis.MatrixEquations.SylvesterExistence
NumStability.Algorithms.Cholesky.Higham11BunchActualSharpGrowthClosure	NumStability/Algorithms/Cholesky/Higham11BunchActualSharpGrowthClosure.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	NumStability.Source.Higham.Chapter11.Bunch.ActualSharpGrowthClosure
NumStability.Algorithms.Cholesky.Higham11BunchExactTrace	NumStability/Algorithms/Cholesky/Higham11BunchExactTrace.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchExactTrace	NumStability.Source.Higham.Chapter11.Bunch.ExactTrace
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanActualSelector	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanActualSelector.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanActualSelector	NumStability.Source.Higham.Chapter11.BunchKaufman.ActualSelector
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExactGrowth	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactGrowth.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExactGrowthArithmetic	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactGrowthArithmetic.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowthArithmetic	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.GrowthArithmetic
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExactTrace	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactTrace.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactTrace	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExplicitInverseSolve	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExplicitInverseSolve.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExplicitInverseTerminalClosedForm	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExplicitInverseTerminalClosedForm.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseTerminalClosedForm	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.TerminalClosedForm
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedAccumulated	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedAccumulated.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedAccumulated	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Accumulated
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedBridge	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedBridge.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedBridge	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Bridge
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedClosure	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedClosure.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedClosure	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Closure
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedExecution	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedExecution.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedExecution	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Execution
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedFactors	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedFactors.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedFactors	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Factors
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedGlobal	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedGlobal.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGlobal	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Global
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedGrowth	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedGrowth.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedGrowthSolve	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedGrowthSolve.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowthSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.GrowthSolve
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedMiddleSolve	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedMiddleSolve.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedMiddleSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.MiddleSolve
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedSolve	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedSolve.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Solve
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedTerminal	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedTerminal.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Terminal
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.TerminalClosedForm
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanSourceCorrection	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanSourceCorrection.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanSourceCorrection	NumStability.Source.Higham.Chapter11.BunchKaufman.SourceCorrection
NumStability.Algorithms.Cholesky.Higham11BunchSharpGrowthBridge	NumStability/Algorithms/Cholesky/Higham11BunchSharpGrowthBridge.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	NumStability.Source.Higham.Chapter11.Bunch.SharpGrowthBridge
NumStability.Algorithms.Cholesky.Higham11BunchTraceHadamard	NumStability/Algorithms/Cholesky/Higham11BunchTraceHadamard.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
NumStability.Algorithms.Cholesky.Higham11Chapter9ActualExecutorBridge	NumStability/Algorithms/Cholesky/Higham11Chapter9ActualExecutorBridge.lean	outside	NumStability.Source.Higham.Chapter11.Higham11Chapter9ActualExecutorBridge	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.ActualExecutorBridge
NumStability.Algorithms.Cholesky.Higham11Chapter9BridgeClosure	NumStability/Algorithms/Cholesky/Higham11Chapter9BridgeClosure.lean	outside	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.BridgeClosure
NumStability.Algorithms.Cholesky.Higham11RookExactTrace	NumStability/Algorithms/Cholesky/Higham11RookExactTrace.lean	outside	NumStability.Source.Higham.Chapter11.Higham11RookExactTrace	NumStability.Source.Higham.Chapter11.Rook.ExactTrace
NumStability.Algorithms.Cholesky.Higham11RookExecutorAdapter	NumStability/Algorithms/Cholesky/Higham11RookExecutorAdapter.lean	outside	NumStability.Source.Higham.Chapter11.Higham11RookExecutorAdapter	NumStability.Source.Higham.Chapter11.Rook.ExecutorAdapter
NumStability.Algorithms.Cholesky.Higham11RookRoundedGap	NumStability/Algorithms/Cholesky/Higham11RookRoundedGap.lean	outside	NumStability.Source.Higham.Chapter11.Higham11RookRoundedGap	NumStability.Source.Higham.Chapter11.Rook.RoundedGap
NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability/Algorithms/Cholesky/Higham11RookSourceClosure.lean	outside	NumStability.Source.Higham.Chapter11.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Rook.SourceClosure
NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability/Algorithms/Cholesky/Higham11SkewActualSelector.lean	outside	NumStability.Source.Higham.Chapter11.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Skew.ActualSelector
NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability/Algorithms/Cholesky/Higham11SkewExactTrace.lean	outside	NumStability.Source.Higham.Chapter11.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Skew.ExactTrace
NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability/Algorithms/Cholesky/Higham11SkewSourceCorrection.lean	outside	NumStability.Source.Higham.Chapter11.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Skew.SourceCorrection
NumStability.Algorithms.HighamChapter9Theorem914Actual	NumStability/Algorithms/HighamChapter9Theorem914Actual.lean	outside	NumStability.Source.Higham.Chapter09.Theorem914Actual	NumStability.Source.Higham.Chapter09.Theorem14.Actual
NumStability.Algorithms.HighamChapter9Theorem914DiagDominant	NumStability/Algorithms/HighamChapter9Theorem914DiagDominant.lean	outside	NumStability.Source.Higham.Chapter09.Theorem914DiagDominant	NumStability.Source.Higham.Chapter09.Theorem14.DiagDominant
NumStability.Algorithms.HighamChapter9Theorem914Primitive	NumStability/Algorithms/HighamChapter9Theorem914Primitive.lean	outside	NumStability.Source.Higham.Chapter09.Theorem914Primitive	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16AutoCondition	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.AutomaticBounds.Results.Core
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16HessenbergRounded	NumStability.Source.Higham.Chapter16.HessenbergSchur.Rounded
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16HessenbergSchur	NumStability.Source.Higham.Chapter16.HessenbergSchur.Results
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Minimizers.Results
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16Problem16_2	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSolve	NumStability.Source.Higham.Chapter16.QuasiRounded.Solve
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSylvester	NumStability.Source.Higham.Chapter16.QuasiRounded.Sylvester
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability.Source.Higham.Chapter16.Spectrum.Results
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16SpectrumMinimizers	NumStability.Source.Higham.Chapter16.Spectrum.Minimizers
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.VecNorm.Results
NumStability.Algorithms.Sylvester	NumStability/Algorithms/Sylvester.lean	outside	NumStability.Algorithms.Sylvester.Higham16VecPermutationNotes	NumStability.Source.Higham.Chapter16.VecPermutation.Notes
NumStability.Algorithms.Sylvester.Higham16AutoCondition	NumStability/Algorithms/Sylvester/Higham16AutoCondition.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.VecNorm.Results
NumStability.Algorithms.Sylvester.Higham16Eq9Assembly	NumStability/Algorithms/Sylvester/Higham16Eq9Assembly.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Algorithms.Sylvester.Higham16HessenbergRounded	NumStability/Algorithms/Sylvester/Higham16HessenbergRounded.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16HessenbergSchur	NumStability.Source.Higham.Chapter16.HessenbergSchur.Results
NumStability.Algorithms.Sylvester.Higham16HessenbergSchur	NumStability/Algorithms/Sylvester/Higham16HessenbergSchur.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability.Source.Higham.Chapter16.Spectrum.Results
NumStability.Algorithms.Sylvester.Higham16HessenbergSchur	NumStability/Algorithms/Sylvester/Higham16HessenbergSchur.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.VecNorm.Results
NumStability.Algorithms.Sylvester.Higham16Lyapunov	NumStability/Algorithms/Sylvester/Higham16Lyapunov.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability/Algorithms/Sylvester/Higham16Minimizers.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability/Algorithms/Sylvester/Higham16Minimizers.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.VecNorm.Results
NumStability.Algorithms.Sylvester.Higham16PerturbationSigmaMin	NumStability/Algorithms/Sylvester/Higham16PerturbationSigmaMin.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Algorithms.Sylvester.Higham16Psi	NumStability/Algorithms/Sylvester/Higham16Psi.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Algorithms.Sylvester.Higham16QuasiQuasiRounded	NumStability/Algorithms/Sylvester/Higham16QuasiQuasiRounded.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSylvester	NumStability.Source.Higham.Chapter16.QuasiRounded.Sylvester
NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSylvester	NumStability/Algorithms/Sylvester/Higham16QuasiRoundedSylvester.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSolve	NumStability.Source.Higham.Chapter16.QuasiRounded.Solve
NumStability.Algorithms.Sylvester.Higham16RoundedTriangular	NumStability/Algorithms/Sylvester/Higham16RoundedTriangular.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability.Source.Higham.Chapter16.Spectrum.Results
NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability/Algorithms/Sylvester/Higham16Spectrum.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability/Algorithms/Sylvester/Higham16Spectrum.lean	in_wave	NumStability.Analysis.SylvesterSchurExistence	NumStability.Analysis.MatrixEquations.SylvesterExistence
NumStability.Algorithms.Sylvester.Higham16SpectrumMinimizers	NumStability/Algorithms/Sylvester/Higham16SpectrumMinimizers.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Minimizers.Results
NumStability.Algorithms.Sylvester.Higham16SpectrumMinimizers	NumStability/Algorithms/Sylvester/Higham16SpectrumMinimizers.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability.Source.Higham.Chapter16.Spectrum.Results
NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability/Algorithms/Sylvester/Higham16VecNorm.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability/Algorithms/Sylvester/Higham16VecNorm.lean	in_wave	NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability.Source.Higham.Chapter16.Spectrum.Results
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.SylvesterSchurExistence	NumStability.Analysis.MatrixEquations.SylvesterExistence
NumStability.Source.Higham.Chapter09	NumStability/Source/Higham/Chapter09.lean	outside	NumStability.Source.Higham.Chapter09.Theorem914Actual	NumStability.Source.Higham.Chapter09.Theorem14.Actual
NumStability.Source.Higham.Chapter09	NumStability/Source/Higham/Chapter09.lean	outside	NumStability.Source.Higham.Chapter09.Theorem914DiagDominant	NumStability.Source.Higham.Chapter09.Theorem14.DiagDominant
NumStability.Source.Higham.Chapter09	NumStability/Source/Higham/Chapter09.lean	outside	NumStability.Source.Higham.Chapter09.Theorem914Primitive	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
NumStability.Source.Higham.Chapter09.Theorem914Actual	NumStability/Source/Higham/Chapter09/Theorem914Actual.lean	in_wave	NumStability.Source.Higham.Chapter09.Theorem914Primitive	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
NumStability.Source.Higham.Chapter09.Theorem914DiagDominant	NumStability/Source/Higham/Chapter09/Theorem914DiagDominant.lean	in_wave	NumStability.Source.Higham.Chapter09.Theorem914Actual	NumStability.Source.Higham.Chapter09.Theorem14.Actual
NumStability.Source.Higham.Chapter09.Theorem914DiagDominant	NumStability/Source/Higham/Chapter09/Theorem914DiagDominant.lean	in_wave	NumStability.Source.Higham.Chapter09.Theorem914Primitive	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	NumStability.Source.Higham.Chapter11.Bunch.ActualSharpGrowthClosure
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchExactTrace	NumStability.Source.Higham.Chapter11.Bunch.ExactTrace
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanActualSelector	NumStability.Source.Higham.Chapter11.BunchKaufman.ActualSelector
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowthArithmetic	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.GrowthArithmetic
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactTrace	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseTerminalClosedForm	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.TerminalClosedForm
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedAccumulated	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Accumulated
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedBridge	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Bridge
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedClosure	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Closure
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedExecution	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Execution
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedFactors	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Factors
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGlobal	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Global
