format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.higham21_lemma21_2_beta_lower_bound_of_abs_inner_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_beta_lower_bound_of_abs_inner_bound	2353
NumStability.higham21_lemma21_2_ch7_candidate_frobNorm_bound_of_abs_left_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_ch7_candidate_frobNorm_bound_of_abs_left_product_bound	3517
NumStability.higham21_lemma21_2_ch7_candidate_frobNorm_bound_of_half_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_ch7_candidate_frobNorm_bound_of_half_radius	3565
NumStability.higham21_lemma21_2_conservative_ch7_factor_le_of_source_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_conservative_ch7_factor_le_of_source_bounds	4659
NumStability.higham21_lemma21_2_dual_vector_bound_of_perturbed_pseudoinverse_op_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_dual_vector_bound_of_perturbed_pseudoinverse_op_bound	2772
NumStability.higham21_lemma21_2_epsE_le_min_of_branch_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_epsE_le_min_of_branch_bounds	5956
NumStability.higham21_lemma21_2_epsE_le_min_of_eps_le_rhoG_product_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_epsE_le_min_of_eps_le_rhoG_product_bounds	5933
NumStability.higham21_lemma21_2_epsE_le_min_of_source_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_epsE_le_min_of_source_radius	5723
NumStability.higham21_lemma21_2_epsE_le_radii_of_le_min	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_epsE_le_radii_of_le_min	5651
NumStability.higham21_lemma21_2_epsE_le_source_radius_of_eps_le_rhoG	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_epsE_le_source_radius_of_eps_le_rhoG	5793
NumStability.higham21_lemma21_2_epsE_le_tauE_of_eps_le_rhoG_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_epsE_le_tauE_of_eps_le_rhoG_product_bound	5965
NumStability.higham21_lemma21_2_flat_source_radius_of_common_product_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_flat_source_radius_of_common_product_radius	6558
NumStability.higham21_lemma21_2_flat_source_radius_of_product_cap	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_flat_source_radius_of_product_cap	6514
NumStability.higham21_lemma21_2_gram_first_product_radius_of_componentwise_budget_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_gram_first_product_radius_of_componentwise_budget_bound	3730
NumStability.higham21_lemma21_2_gram_left_product_infNormBound_of_componentwise_gram_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_gram_left_product_infNormBound_of_componentwise_gram_bound	3605
NumStability.higham21_lemma21_2_gram_nonsingInv_rectOpNorm2Le_frob_candidate_of_abs_left_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_gram_nonsingInv_rectOpNorm2Le_frob_candidate_of_abs_left_product_bound	3472
NumStability.higham21_lemma21_2_gram_pseudoinverse_domain_projection_apply_range	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSpec	relocate_source	theorem	public	NumStability.higham21_lemma21_2_gram_pseudoinverse_domain_projection_apply_range	749
NumStability.higham21_lemma21_2_gram_pseudoinverse_range_of_transpose	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSpec	relocate_source	theorem	public	NumStability.higham21_lemma21_2_gram_pseudoinverse_range_of_transpose	764
NumStability.higham21_lemma21_2_omega_nonneg_of_infNorm_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_omega_nonneg_of_infNorm_bound	6673
NumStability.higham21_lemma21_2_one_le_inv_one_sub_of_nonneg_lt_one	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_one_le_inv_one_sub_of_nonneg_lt_one	6584
NumStability.higham21_lemma21_2_op_radius_nonneg_of_vec_ne_zero	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_op_radius_nonneg_of_vec_ne_zero	5996
NumStability.higham21_lemma21_2_perturbed_gram_ch7_candidate_right_inverse_of_abs_left_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_perturbed_gram_ch7_candidate_right_inverse_of_abs_left_product_bound	3401
NumStability.higham21_lemma21_2_perturbed_gram_det_ne_zero_of_abs_left_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_perturbed_gram_det_ne_zero_of_abs_left_product_bound	3341
NumStability.higham21_lemma21_2_perturbed_gram_det_ne_zero_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_perturbed_gram_det_ne_zero_of_componentwise_data_bound	3657
NumStability.higham21_lemma21_2_perturbed_gram_det_ne_zero_of_componentwise_gram_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_perturbed_gram_det_ne_zero_of_componentwise_gram_bound	3627
NumStability.higham21_lemma21_2_perturbed_gram_nonsingInv_eq_ch7_candidate_of_abs_left_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_perturbed_gram_nonsingInv_eq_ch7_candidate_of_abs_left_product_bound	3436
NumStability.higham21_lemma21_2_perturbed_pseudoinverse_op_bound_of_matrix_and_gram_inverse_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_perturbed_pseudoinverse_op_bound_of_matrix_and_gram_inverse_bounds	3768
NumStability.higham21_lemma21_2_perturbed_pseudoinverse_transpose_solves_of_domain_projection	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_perturbed_pseudoinverse_transpose_solves_of_domain_projection	2753
NumStability.higham21_lemma21_2_product_budget_of_separate_bounds_and_dual_factor	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_product_budget_of_separate_bounds_and_dual_factor	2658
NumStability.higham21_lemma21_2_product_budget_of_source_factor_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_product_budget_of_source_factor_bounds	3027
NumStability.higham21_lemma21_2_projector_idempotent_all	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_projector_idempotent_all	9180
NumStability.higham21_lemma21_2_pseudoinverse_product_bound_of_separate_op_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_pseudoinverse_product_bound_of_separate_op_bounds	2820
NumStability.higham21_lemma21_2_pseudoinverse_transpose_action_eq_domain_projection	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_pseudoinverse_transpose_action_eq_domain_projection	2725
NumStability.higham21_lemma21_2_rho2_lt_one_of_three_max_lt_one	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_rho2_lt_one_of_three_max_lt_one	6574
NumStability.higham21_lemma21_2_rho2_nonneg_of_common_product_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_rho2_nonneg_of_common_product_radius	6684
NumStability.higham21_lemma21_2_rhoGE_le_radii_of_le_min	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_rhoGE_le_radii_of_le_min	5947
NumStability.higham21_lemma21_2_rhoG_nonneg_of_eps_nonneg_le	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_rhoG_nonneg_of_eps_nonneg_le	5976
NumStability.higham21_lemma21_2_row_norm_first_product_radius_of_infNorm_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_row_norm_first_product_radius_of_infNorm_bounds	4915
NumStability.higham21_lemma21_2_row_norm_first_product_radius_of_row_norm_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_row_norm_first_product_radius_of_row_norm_bounds	5020
NumStability.higham21_lemma21_2_row_radius_of_flat_source_product	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_row_radius_of_flat_source_product	5504
NumStability.higham21_lemma21_2_row_radius_of_source_size_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_row_radius_of_source_size_bound	5440
NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_abs_data_source_operator_envelopes_exact_size_eps_combined_factor_self_radius_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_abs_data_source_operator_envelopes_exact_size_eps_combined_factor_self_radius_global_bounds	9552
NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_abs_data_source_operator_envelopes_exact_size_eps_common_radius_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_abs_data_source_operator_envelopes_exact_size_eps_common_radius_global_bounds	9400
NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_common_row_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_common_row_bound	8544
NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_pseudoinverse_products	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_pseudoinverse_products	8920
NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_source_operator_envelopes_exact_size_eps_combined_factor_self_radius_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_source_operator_envelopes_exact_size_eps_combined_factor_self_radius_global_bounds	9442
NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_source_operator_envelopes_exact_size_eps_combined_factor_self_radius_global_entrywise_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_source_operator_envelopes_exact_size_eps_combined_factor_self_radius_global_entrywise_bounds	9497
NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_source_operator_envelopes_exact_size_eps_common_radius_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_source_operator_envelopes_exact_size_eps_common_radius_global_bounds	9297
NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_source_operator_envelopes_exact_size_eps_common_radius_global_entrywise_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_rowwise_backward_error_bound_of_source_operator_envelopes_exact_size_eps_common_radius_global_entrywise_bounds	9349
NumStability.higham21_lemma21_2_scalar_beta_ne_zero_of_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_scalar_beta_ne_zero_of_bound	2344
NumStability.higham21_lemma21_2_scalar_beta_pos_of_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_scalar_beta_pos_of_bound	2320
NumStability.higham21_lemma21_2_single_min_norm_of_exact_product_norms	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_exact_product_norms	9110
NumStability.higham21_lemma21_2_single_min_norm_of_gram_pseudoinverse_product_budget	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_gram_pseudoinverse_product_budget	3846
NumStability.higham21_lemma21_2_single_min_norm_of_gram_pseudoinverse_source_factors	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_gram_pseudoinverse_source_factors	3903
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_certificates	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_certificates	3960
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_ch7_candidate_frob_source_bounds_of_abs_left_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_ch7_candidate_frob_source_bounds_of_abs_left_product_bound	4172
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_ch7_candidate_frob_source_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_ch7_candidate_frob_source_bounds_of_componentwise_data_bound	4300
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_ch7_candidate_frob_source_bounds_of_componentwise_gram_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_ch7_candidate_frob_source_bounds_of_componentwise_gram_bound	4240
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA2_component_op_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA2_component_op_bounds_of_componentwise_data_bound	5254
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA2_component_op_bounds_quadratic_source_factor	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA2_component_op_bounds_quadratic_source_factor	5320
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_common_radius_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_common_radius_bound	5660
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_common_rhoG_product_radius_and_size_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_common_rhoG_product_radius_and_size_bound	6131
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_common_rhoG_product_radius_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_common_rhoG_product_radius_bound	6069
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_op_bounds_quadratic_source_factor	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_op_bounds_quadratic_source_factor	5379
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_rhoG_product_radius_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_rhoG_product_radius_bounds	6009
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_separated_source_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_separated_source_bounds	5587
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes	6354
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_common_radius_min_factor_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_common_radius_min_factor_bound	6995
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_common_radius_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_common_radius_product_bound	6882
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_common_radius_unit_factor_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_common_radius_unit_factor_bound	6932
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_branch_radius_min_factor_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_branch_radius_min_factor_bound	7657
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_combined_factor_self_radius_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_combined_factor_self_radius_global_bounds	7442
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_factor_cap_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_factor_cap_bound	7495
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_factor_cap_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_factor_cap_global_bounds	7550
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_factor_cap_min_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_factor_cap_min_bound	7604
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_min_factor_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_min_factor_bound	7096
