format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_min_factor_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_common_smallness_min_factor_global_bounds	7148
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_min_factor_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_min_factor_bound	7048
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_printed_smallness_common_radius_combined_factor_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_printed_smallness_common_radius_combined_factor_global_bounds	7383
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_printed_smallness_max_radius_combined_factor_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_printed_smallness_max_radius_combined_factor_global_bounds	7330
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_printed_smallness_max_radius_min_factor_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_printed_smallness_max_radius_min_factor_global_bounds	7246
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_printed_smallness_min_factor_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_common_radius_printed_smallness_min_factor_global_bounds	7200
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_self_radius_factor_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_self_radius_factor_bound	7708
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_self_radius_global_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_exact_size_eps_self_radius_global_bounds	7758
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size	6408
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size_common_radius_product_bound_of_source_nonneg	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size_common_radius_product_bound_of_source_nonneg	6823
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size_source_radius_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size_source_radius_product_bound	6707
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size_source_radius_product_bound_of_source_nonneg	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size_source_radius_product_bound_of_source_nonneg	6763
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size_source_radius_split_cap	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_operator_envelopes_product_size_source_radius_split_cap	6458
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_radius_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_radius_bound	5524
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_radius_cap	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_radius_cap	5733
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_radius_product_cap	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_radius_product_cap	5804
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_radius_split_cap	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_source_radius_split_cap	5874
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_tauA_op_rhoG_product_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_tauA_op_rhoG_product_bounds	6188
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_tauA_op_rhoG_product_bounds_of_eps_nonneg	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_tauA_op_rhoG_product_bounds_of_eps_nonneg	6244
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_tauA_op_rhoG_product_bounds_of_operator_envelopes	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_deltaA_components_tauA_op_rhoG_product_bounds_of_operator_envelopes	6299
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_half_radius_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_half_radius_of_componentwise_data_bound	4483
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_of_componentwise_data_bound	4365
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_op_norm_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_op_norm_bounds_of_componentwise_data_bound	5188
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_radius_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_radius_of_componentwise_data_bound	4591
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_radius_row_norm_budget_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_radius_row_norm_budget_bounds_of_componentwise_data_bound	4850
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_radius_source_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_radius_source_bounds_of_componentwise_data_bound	4722
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_radius_source_budget_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_radius_source_budget_bounds_of_componentwise_data_bound	4785
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_row_norm_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_row_norm_bounds_of_componentwise_data_bound	5121
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_row_norm_infNorm_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_conservative_ch7_factor_row_norm_infNorm_bounds_of_componentwise_data_bound	5058
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_gram_inverse_source_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_gram_inverse_source_bounds	4063
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_gram_inverse_source_bounds_of_abs_left_product_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_gram_inverse_source_bounds_of_abs_left_product_bound	4115
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_gram_inverse_source_bounds_of_componentwise_data_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_gram_inverse_source_bounds_of_componentwise_data_bound	7861
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_gram_inverse_source_bounds_of_componentwise_gram_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_gram_inverse_source_bounds_of_componentwise_gram_bound	7804
NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_source_factors	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_nonzero_branch_source_factors	4011
NumStability.higham21_lemma21_2_single_min_norm_of_pseudoinverse_products	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	retain_historical	theorem	public	NumStability.higham21_lemma21_2_single_min_norm_of_pseudoinverse_products	8756
NumStability.higham21_lemma21_2_single_perturbation_eq_projector_mixture	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_lemma21_2_single_perturbation_eq_projector_mixture	9149
