declaration	owner	reason
NumStability.tridiagonalToeplitz_p522_charpoly_of_product_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	in the pinned reverse closure
NumStability.tridiagonalToeplitz_p522_roots_charpoly_of_product_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	in the pinned reverse closure
NumStability.tridiagonalToeplitz_p522_unrestricted_charpoly	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	in the pinned reverse closure
NumStability.tridiagonalToeplitz_p522_unrestricted_eigenvalue	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	in the pinned reverse closure
NumStability.tridiagonalToeplitz_p522_unrestricted_roots_charpoly	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	in the pinned reverse closure
NumStability.uniformPositivePerronAlmostSure	NumStability.Algorithms.TestMatrices.Higham28Probability	consumes retained material (command-level closure)
NumStability.uniformPositivePerronAlmostSure_of_boundary_null_of_perron	NumStability.Algorithms.TestMatrices.Higham28Probability	consumes retained material (command-level closure)
NumStability.uniformUnitIntervalMatrixMeasure	NumStability.Algorithms.TestMatrices.Higham28Probability	consumes retained material (command-level closure)
NumStability.uniformUnitIntervalMatrixMeasure_strictlyPositive	NumStability.Algorithms.TestMatrices.Higham28Probability	consumes retained material (command-level closure)
NumStability.uniformUnitIntervalMatrixMeasure_univ	NumStability.Algorithms.TestMatrices.Higham28Probability	consumes retained material (command-level closure)
NumStability.volume_preserving_ginibreCoordinateReorder	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	in the pinned reverse closure
NumStability.volume_preserving_ginibreCoordinatesFinMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	in the pinned reverse closure
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companionCyclicSeed	NumStability.Algorithms.TestMatrices.Higham28Companion	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companion_transpose_minpoly_natDegree_ge	NumStability.Algorithms.TestMatrices.Higham28Companion	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companion_transpose_pow_seed_succ	NumStability.Algorithms.TestMatrices.Higham28Companion	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_gram	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_smul	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_truncated	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionExceptionalCore	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionExceptionalCore_charpoly	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionGramFormula_mulVec_apply	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionGram_sub_one_eq_rankTwo	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionLastBasis	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionLastBasis_mul_sum	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionRankTwoLeft	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionRankTwoLeft_mul_right	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionRankTwoRight	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionReverseCoefficients	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionReverseCoefficients_last	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionReverseCoefficients_norm_sq_sum	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionReverseCoefficients_star_sum	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_alpha_sub_two_le_exceptional_sqrt	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_norm_sq_complex	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_normal_higher_a0_unit	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_normal_higher_coeff_vanish	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_normal_higher_last_coeff_vanish	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_two_sub_alpha_le_exceptional_sqrt	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.fin_add_one_lt_iff_ne_last	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.matrix_rank_add_le	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.matrix_sub_scalar_neg_one_eq_one_add	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.one_add_companionRankTwoRight_mul_left	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.sum_mul_companionLastBasis	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.companionMatrix_sub_scalar_rank_ge_succ	NumStability.Algorithms.TestMatrices.Higham28Contracts	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.companion_transpose_pow_seed_nat	NumStability.Algorithms.TestMatrices.Higham28Contracts	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.companion_transpose_reverseBasis_step	NumStability.Algorithms.TestMatrices.Higham28Contracts	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.scaledSineColumn_eq	NumStability.Algorithms.TestMatrices.Higham28Contracts	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.sin_neighbor_identity	NumStability.Algorithms.TestMatrices.Higham28Contracts	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.toeplitzSineVector_angle	NumStability.Algorithms.TestMatrices.Higham28Contracts	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.toeplitz_sine_boundary	NumStability.Algorithms.TestMatrices.Higham28Contracts	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar.0.NumStability.det_gsColumnsToMatrix_ne_zero_of_linearIndependent	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar.0.NumStability.measurableSet_linearIndependent_fin_cons	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar.0.NumStability.measurable_modifiedGramSchmidtVectors_apply	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar.0.NumStability.span_range_ne_top_of_linearIndependent_of_card_lt	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	NumStability.Algorithms.TestMatrices.Higham28Ginibre	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceSigmaFinite	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_one	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_six	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_three	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_twelve	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_two	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_zero	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct.0.NumStability.ginibreCharacteristicProductMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct.0.NumStability.ginibreCharacteristicProductSigmaFiniteRow	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs.0.NumStability.card_filter_im_neg_eq_pos_of_map_conj	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs.0.NumStability.card_partition_by_im	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeStandardBorelCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeStandardBorelNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.matrixVolume_isAddHaarMeasure	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity.0.NumStability.ginibreJointDensityMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixMeasurableAdd	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixVolumeIsAddHaar	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixVolumeSigmaFinite	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceNuisanceCore	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreMeasurableAdd	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreVolumeIsAddHaar	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreVolumeSigmaFinite	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceVolumeIsAddHaar	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberStandardBorelCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberStandardBorelNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_sqrt_one_half	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart.0.NumStability.ginibrePlaneRectangularModule	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester.0.NumStability.ginibrePlaneSylvesterMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.euclideanVolume_unitBall_real	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.ginibreProjectiveConstant	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.integral_Ioi_betaKernel	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.integral_betaKernel	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.integral_ginibreProjectiveWeight_raw	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.mobius_betaKernel	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.mobius_hasDerivWithin	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.mobius_image_Ioo	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.mobius_injOn	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.sqrtPi_pow_succ	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.realGinibre_hypergeometric_one_rpow	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRoots.0.NumStability.card_filter_le_card_filter_of_imp	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation.0.NumStability.ginibreSignedExpectationMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence.0.NumStability.ginibreIncidenceLebesgueMeasure_eq_signedVolume	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence.0.NumStability.ginibreSignedIncidenceLebesgueHaar	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence.0.NumStability.ginibreSignedIncidenceMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence.0.NumStability.ginibreSignedIncidenceMeasureSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence.0.NumStability.ginibreSignedIncidenceSigmaFiniteRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence.0.NumStability.ginibreSignedIncidenceStandardBorelCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence.0.NumStability.ginibreSignedIncidenceStandardBorelNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank.0.NumStability.Polynomial.eval_pos_of_monic_of_roots_eq_zero	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank.0.NumStability.Polynomial.exists_isRoot_of_monic_of_odd_natDegree	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank.0.NumStability.one_eq_rankSign_sub_pairPrefix	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank.0.NumStability.two_mul_alternating_range	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.ginibreLebesgueIsAddRightInvariant	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.ginibreLebesgueSigmaFinite	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instBorelSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instMeasurableSpaceRSqMat_4	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instOpensMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence.0.NumStability.ginibreTruncatedMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence.0.NumStability.ginibreTruncatedMeasureSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence.0.NumStability.ginibreTruncatedStandardBorelCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence.0.NumStability.ginibreTruncatedStandardBorelNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic.0.NumStability.hilbert_det_eq_diag_sq_product	NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic.0.NumStability.sum_log_hilbertRNat_diag_sq_div_sq_tendsto	NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	private, mangled name encodes its module
