declaration	kind	visibility	owner_module	destination_code	destination_module	tier	pinned_by_private_closure	demoted	review_batch
NumStability.Ch15.boydWeightEuclideanEquiv	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydWeightEuclideanEquiv_apply	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydWeightScaleContinuousEquiv	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydWeightScaleEquiv	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydWeightedFunctional	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydWeightedFunctional_apply	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydWeightedPair	definition	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_lemma3B	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_projection_left_of_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_projection_right_of_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_self_nonneg	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydWeightedPair_smul_left	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_smul_right	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_sub_left	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_sub_right	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_symm	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedPair_x_self_eq_powerSum	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedProjection	definition	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedProjection_eq_self_of_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedProjection_is_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedProjection_sq	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedProjection_sq_le	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydWeightedTangentDerivative	definition	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/SecondVariation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_abs_dualCoordinate	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_concrete_source_strongLocalMaximum_zero_row_example	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceClosure	S:Section02/Boyd/SourceDomain	NumStability.Source.Higham.Chapter15.Section02.Boyd.SourceDomain.BoydCompletion	source	no	no	boyd-bridges
NumStability.Ch15.boyd_dualCoordinate_abs_rpow_q	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_dualCoordinate_involution	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_dualCoordinate_ne_zero	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_dualCoordinate_weight	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_holder_sub_one_mul_sub_one	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_holder_sub_one_mul_sub_two	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_inner_directional_eq_weighted_projectedLemma3B	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_inner_rowwise_domain_zero_row_example	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceClosure	S:Section02/Boyd/SourceDomain	NumStability.Source.Higham.Chapter15.Section02.Boyd.SourceDomain.BoydCompletion	source	no	no	boyd-bridges
NumStability.Ch15.boyd_outer_directional_weighted_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_powerSum_scaled_dual	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_row_power_tangent_eq_ratio	theorem	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	R:PNorm/Boyd/Uniqueness	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Uniqueness.Basic	reusable	no	no	boyd-scalar
NumStability.Ch15.boyd_row_power_tangent_le	theorem	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	R:PNorm/Boyd/Uniqueness	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Uniqueness.Basic	reusable	no	no	boyd-scalar
NumStability.Ch15.boyd_scale_coefficient	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_scaled_dualCoordinate_involution	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_scaled_dualCoordinate_weight	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_scaled_gradient_coefficient	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_stationarity_Bx	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/FixedPoints	NumStability.Algorithms.NormEstimation.PNorm.Boyd.FixedPoints.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_stationarity_inner_vector	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/FixedPoints	NumStability.Algorithms.NormEstimation.PNorm.Boyd.FixedPoints.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_stationarity_outer_coord_ne	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/FixedPoints	NumStability.Algorithms.NormEstimation.PNorm.Boyd.FixedPoints.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_tangent_restriction_power_stable_of_nondegenerate_hessian	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/SecondVariation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_transpose_inner_directional_expansion	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_weight_mul_B	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_weight_mul_inverse_weight	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_weight_mul_self	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_weightedPair_scaled_dual_weighted	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boyd_weighted_tangent_contraction_of_nondegenerate_hessian	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/SecondVariation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.ch15p4_Ainv_eq	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_L_entry_le_one	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_L_row_sum_le	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_Linv_diag	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_Linv_left_recurrence	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_Linv_row_partial_sum	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_Linv_row_sum_le	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_Linv_upper_zero	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_Uinv_eq	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_infNorm_L_le	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_infNorm_Linv_le	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_infNorm_Uinv_two_sided	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_leftInv_eq_rightInv	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.ch15p4_permL_mul_U_eq_A	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_4	S:Problem04/LUConditionBounds	NumStability.Source.Higham.Chapter15.Problem04.LUConditionBounds.Basic	source	no	no	lu-problems
NumStability.Ch15.complex_rect_action_le_abs_real_action	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/FixedPoints	NumStability.Algorithms.NormEstimation.PNorm.Boyd.FixedPoints.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuousAt_realLpDual	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuousAt_realLpDualUnit	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuousAt_realLpGradient	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuousAt_rect_general_xnext	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuousAt_rect_general_zof	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuousLinearEquiv_conj_pow	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.continuousOn_rect_general_xnext_boydCarrier	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.BoydInterface	source	no	yes	boyd-bridges
NumStability.Ch15.continuous_realLpGradient_coordFactor	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuous_realLpPowerSum	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuous_realLpSignedPower	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuous_realVecLpNorm	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuous_rect_general_objective	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.continuous_rect_general_yof	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.diag_ne_zero_of_isUpperTriangular_isLeftInverse	theorem	public	NumStability.Algorithms.Ch15CondEstimators	R:OneNorm/LINPACK	NumStability.Algorithms.NormEstimation.OneNorm.LINPACK.Basic	reusable	no	no	onenorm-core
NumStability.Ch15.differentiableAt_boydRectInnerNormalMap_of_rowwise	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.differentiableAt_boydRectNormalMap_of_rowwise	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.differentiableAt_realLpGradientCoordinateFactor	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.differentiableAt_realLpGradient_of_all_ne	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.differentiableAt_realLpGradient_of_two_le	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceDomain	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydDomain	reusable	no	no	boyd-domains
NumStability.Ch15.differentiableAt_realLpPowerSum	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.dixon_left_inequality	theorem	public	NumStability.Algorithms.Ch15CondEstimators	R:TwoNorm/Dixon/PowerBounds	NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.PowerBounds.CondEstimators	reusable	no	no	onenorm-core
NumStability.Ch15.dixon_quadForm_gram_eq	theorem	public	NumStability.Algorithms.Ch15CondEstimators	R:TwoNorm/Dixon/Algebra	NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.Algebra.CondEstimators	reusable	no	no	onenorm-core
NumStability.Ch15.dixon_sqrt_quadForm_le_opNorm2	theorem	public	NumStability.Algorithms.Ch15CondEstimators	S:Equation07/DixonBound	NumStability.Source.Higham.Chapter15.Equation07.DixonBound.Basic	source	no	no	onenorm-core
NumStability.Ch15.dualq_one	definition	public	NumStability.Algorithms.PNormPowerMethod	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.dualq_one_attains	theorem	public	NumStability.Algorithms.PNormPowerMethod	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.dualq_one_punit	theorem	public	NumStability.Algorithms.PNormPowerMethod	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.e0Vec	definition	public	NumStability.Algorithms.PNormPowerMethod	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.eq15_2_subdifferential_singleton_general	theorem	public	NumStability.Algorithms.PNormPowerMethodGeneralP	S:Equation02/Subgradient	NumStability.Source.Higham.Chapter15.Equation02.Subgradient.PNormGeneral	source	no	no	pnorm-gen-rect
NumStability.Ch15.eq15_2_subdifferential_singleton_general_rect	theorem	public	NumStability.Algorithms.PNormPowerMethodGeneralP	S:Equation02/Subgradient	NumStability.Source.Higham.Chapter15.Equation02.Subgradient.PNormGeneral	source	no	no	pnorm-gen-rect
NumStability.Ch15.eq15_3_F_two	definition	public	NumStability.Algorithms.PNormPowerMethod	S:Equation03/GradientQuotient	NumStability.Source.Higham.Chapter15.Equation03.GradientQuotient.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.eq15_3_directional_general_of_full_rank	theorem	public	NumStability.Algorithms.PNormPowerMethodGeneralP	S:Equation03/GradientQuotient	NumStability.Source.Higham.Chapter15.Equation03.GradientQuotient.PNormGeneral	source	no	no	pnorm-gen-rect
NumStability.Ch15.eq15_3_directional_general_rect_of_full_rank	theorem	public	NumStability.Algorithms.PNormPowerMethodGeneralP	S:Equation03/GradientQuotient	NumStability.Source.Higham.Chapter15.Equation03.GradientQuotient.PNormGeneral	source	no	no	pnorm-gen-rect
NumStability.Ch15.eq15_3_directional_two	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation03/GradientQuotient	NumStability.Source.Higham.Chapter15.Equation03.GradientQuotient.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.eq15_3_gradient_two	definition	public	NumStability.Algorithms.PNormPowerMethod	S:Equation03/GradientQuotient	NumStability.Source.Higham.Chapter15.Equation03.GradientQuotient.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.eq15_3_gradient_two_eq_zero_of_fixed	theorem	public	NumStability.Algorithms.HighamChapter15ConvergenceProse	S:Equation03/GradientQuotient	NumStability.Source.Higham.Chapter15.Equation03.GradientQuotient.ConvergenceStatements	source	no	no	boyd-bridges
NumStability.Ch15.eq15_4_counterexampleA	definition	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_counterexampleX	definition	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_counterexampleX_norm	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_counterexample_dp_x	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_counterexample_dq_z	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_counterexample_satisfies_KKT	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
