declaration	kind	visibility	owner_module	destination_code	destination_module	tier	pinned_by_private_closure	demoted	review_batch
NumStability.Ch15.SmoothPNormPair.q	definition	public	NumStability.Algorithms.PNormPowerMethod	R:PNorm/PowerMethod	NumStability.Algorithms.NormEstimation.PNorm.PowerMethod.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.SmoothPNormPair.rec	recursor	public	NumStability.Algorithms.PNormPowerMethod	R:PNorm/PowerMethod	NumStability.Algorithms.NormEstimation.PNorm.PowerMethod.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.SmoothPNormPair.recOn	definition	public	NumStability.Algorithms.PNormPowerMethod	R:PNorm/PowerMethod	NumStability.Algorithms.NormEstimation.PNorm.PowerMethod.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.SmoothPNormPair.two	definition	public	NumStability.Algorithms.PNormPowerMethod	R:PNorm/PowerMethod	NumStability.Algorithms.NormEstimation.PNorm.PowerMethod.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.abs_dot_normalize2_smul	theorem	public	NumStability.Algorithms.HighamChapter15ConvergenceProse	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.ConvergenceStatements	reusable	no	no	boyd-bridges
NumStability.Ch15.blockTriangular_id_of_isUpperTriangular	theorem	public	NumStability.Algorithms.Ch15CondEstimators	R:OneNorm/LINPACK	NumStability.Algorithms.NormEstimation.OneNorm.LINPACK.Basic	reusable	no	no	onenorm-core
NumStability.Ch15.boydCarrier_fixedPoint_isMax_rawPower	theorem	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.BoydUniqueness	source	no	yes	boyd-scalar
NumStability.Ch15.boydCarrier_fixedPoint_pos	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.BoydInterface	source	no	yes	boyd-bridges
NumStability.Ch15.boydCarrier_fixedPoint_unique	theorem	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.BoydUniqueness	source	no	yes	boyd-scalar
NumStability.Ch15.boydCarrier_maximum_eq_opP	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/FixedPoints	NumStability.Algorithms.NormEstimation.PNorm.Boyd.FixedPoints.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.boydCarrier_ne_zero	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.boydConcreteB	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteB_apply	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteB_apply_self_of_stationary	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteB_eq_smul_lemma3B	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteB_weightedPair	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteB_weighted_nonneg	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteB_weighted_symmetric	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_apply	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_apply_self	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_eq_normalized_projected	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_is_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_pair_eq_B_projection	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_power_stable	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_weighted_nonneg	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_weighted_rayleigh_gap	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteFullDerivative_weighted_symmetric	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConcreteTangent	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConstrainedLagrangianFirst	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/SecondVariation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConstrainedLagrangianFirst_hasDerivAt	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	RETAIN	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	historical	yes	no	boyd-scalar
NumStability.Ch15.boydConstrainedLagrangianFirst_hasDerivAt_rowwise_source_domain	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceSecondDerivative	RETAIN	NumStability.Algorithms.HighamChapter15BoydSourceSecondDerivative	historical	yes	no	boyd-bridges
NumStability.Ch15.boydConstrainedLagrangianLine	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/SecondVariation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConstrainedLagrangianLine_hasDerivAt	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	RETAIN	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	historical	yes	no	boyd-scalar
NumStability.Ch15.boydConstrainedSecondVariation	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/SecondVariation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConstrainedSecondVariation_eq_B_rayleigh	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConstrainedSecondVariation_eq_full_rayleigh_of_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydConstrainedSecondVariation_is_second_derivative	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	RETAIN	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	historical	yes	no	boyd-scalar
NumStability.Ch15.boydConstrainedSecondVariation_is_second_derivative_rowwise_source_domain	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceSecondDerivative	RETAIN	NumStability.Algorithms.HighamChapter15BoydSourceSecondDerivative	historical	yes	no	boyd-bridges
NumStability.Ch15.boydEuclideanFullDerivative	definition	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydEuclideanFullDerivative_psd	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydEuclideanFullDerivative_rayleigh_gap	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydEuclideanFullDerivative_strict_contraction	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydEuclideanFullDerivative_symmetric	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydInvariantRestriction	definition	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/SecondVariation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydLemma3B	definition	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydLemma3B_apply_self_of_stationary	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.boydLemma3B_sub	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydLemma3B_weighted_psd	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydLemma3B_weighted_symmetric	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydNonnegativeUnitCarrier	definition	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.boydNonnegativeUnitCarrier_nonempty	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.boydProjectedLemma3B	definition	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydProjectedLemma3B_eq_projection	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydProjectedLemma3B_is_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydProjectedLemma3B_weighted_psd	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydProjectedLemma3B_weighted_psd_on_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydProjectedLemma3B_weighted_symmetric	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydProjectedLemma3B_weighted_symmetric_on_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydRawAdjoint	definition	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	R:PNorm/Boyd/Uniqueness	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Uniqueness.Basic	reusable	no	no	boyd-scalar
NumStability.Ch15.boydRawAdjoint_coord_eq_objective_mul_rpow_of_fixed	theorem	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.BoydUniqueness	source	no	yes	boyd-scalar
NumStability.Ch15.boydRawPowerObjective	definition	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	R:PNorm/Boyd/Uniqueness	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Uniqueness.Basic	reusable	no	no	boyd-scalar
NumStability.Ch15.boydRawPowerObjective_eq_realLpPowerSum	theorem	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	R:PNorm/Boyd/Uniqueness	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Uniqueness.Basic	reusable	no	no	boyd-scalar
NumStability.Ch15.boydRawPowerObjective_le_simplex_tangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	R:PNorm/Boyd/Uniqueness	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Uniqueness.Basic	reusable	no	no	boyd-scalar
NumStability.Ch15.boydRectActionCLM	definition	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectActionCLM_apply	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectActionCLM_apply_eq_zero_of_row_zero	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectInnerNormalMap	definition	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectInnerNormalMap_coordinateFactor_eq_zero_of_row_zero	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectInnerNormalMap_line_hasDerivAt_of_rowwise	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectNormalMap	definition	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectNormalMap_line_hasDerivAt_of_rowwise	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectTransposeActionCLM	definition	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydRectTransposeActionCLM_apply	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.boydScalar_basis_mem_carrier	theorem	public	NumStability.Algorithms.HighamChapter15BoydScalar	RETAIN	NumStability.Algorithms.HighamChapter15BoydScalar	historical	yes	no	boyd-scalar
NumStability.Ch15.boydScalar_carrier_eq_basis	theorem	public	NumStability.Algorithms.HighamChapter15BoydScalar	RETAIN	NumStability.Algorithms.HighamChapter15BoydScalar	historical	yes	no	boyd-scalar
NumStability.Ch15.boydScalar_xnext_basis_eq	theorem	public	NumStability.Algorithms.HighamChapter15BoydScalar	RETAIN	NumStability.Algorithms.HighamChapter15BoydScalar	historical	yes	no	boyd-scalar
NumStability.Ch15.boydScalar_xnext_basis_nonneg	theorem	public	NumStability.Algorithms.HighamChapter15BoydScalar	RETAIN	NumStability.Algorithms.HighamChapter15BoydScalar	historical	yes	no	boyd-scalar
NumStability.Ch15.boydScalar_xseq_basis_eq	theorem	public	NumStability.Algorithms.HighamChapter15BoydScalar	RETAIN	NumStability.Algorithms.HighamChapter15BoydScalar	historical	yes	no	boyd-scalar
