module	role	import_order	lean_import_line	provenance
NumStability.Algorithms.MatrixPowers	compatibility	1	import Mathlib.Algebra.BigOperators.Group.Finset.Basic	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	2	import Mathlib.Algebra.BigOperators.Ring.Finset	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	3	import Mathlib.Algebra.Order.BigOperators.Group.Finset	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	4	import Mathlib.Analysis.SpecificLimits.Basic	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	5	import Mathlib.Data.Fintype.BigOperators	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	6	import Mathlib.Data.Real.Basic	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	7	import Mathlib.Tactic.FieldSimp	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	8	import Mathlib.Tactic.Linarith	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	9	import Mathlib.Tactic.Ring	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	10	import NumStability.Algorithms.MatVec	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	11	import NumStability.Algorithms.MatrixPowers.ComputedIteration.Model	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	12	import NumStability.Algorithms.PolynomialEvaluation.MatrixNorms	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	13	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Real	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	14	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.RealDiagonal	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	15	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	16	import NumStability.Analysis.Rounding	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	17	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.Equations04And05.RealDiagonal	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	18	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Equations08To14.ComputedIteration	c0005_direct
NumStability.Algorithms.MatrixPowers	compatibility	19	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.RealCases	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	1	import Mathlib.Algebra.BigOperators.Group.Finset.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	2	import Mathlib.Algebra.BigOperators.Ring.Finset	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	3	import Mathlib.Algebra.Order.BigOperators.Group.Finset	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	4	import Mathlib.Analysis.SpecificLimits.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	5	import Mathlib.Data.Fintype.BigOperators	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	6	import Mathlib.Data.Real.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	7	import Mathlib.Tactic.Linarith	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	8	import Mathlib.Tactic.Ring	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	9	import NumStability.Algorithms.MatrixPowersJordan	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	10	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Complex	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	11	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.Complex	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	12	import NumStability.Analysis.MatrixNorms.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	13	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Equations08To14.ComplexSimilarity	c0005_direct
NumStability.Algorithms.MatrixPowersComplex	compatibility	14	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.ComplexJordan	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	1	import Mathlib.Algebra.BigOperators.Group.Finset.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	2	import Mathlib.Algebra.BigOperators.Ring.Finset	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	3	import Mathlib.Algebra.Order.BigOperators.Group.Finset	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	4	import Mathlib.Analysis.Complex.ExponentialBounds	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	5	import Mathlib.Analysis.SpecificLimits.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	6	import Mathlib.Data.Fintype.BigOperators	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	7	import Mathlib.Data.Real.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	8	import Mathlib.Tactic.FieldSimp	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	9	import Mathlib.Tactic.Linarith	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	10	import Mathlib.Tactic.Ring	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	11	import NumStability.Algorithms.MatrixPowers	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	12	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.RealJordan	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	13	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.Equations04And05.RealJordan	c0005_direct
NumStability.Algorithms.MatrixPowersJordan	compatibility	14	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.RealJordan	c0005_direct
NumStability.Algorithms.MatrixPowersLp	compatibility	1	import Mathlib.Algebra.BigOperators.Group.Finset.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersLp	compatibility	2	import Mathlib.Data.Real.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersLp	compatibility	3	import Mathlib.Tactic.Ring	c0005_direct
NumStability.Algorithms.MatrixPowersLp	compatibility	4	import NumStability.Algorithms.MatrixPowersComplex	c0005_direct
NumStability.Algorithms.MatrixPowersLp	compatibility	5	import NumStability.Analysis.LinearOperators.MatrixPowers.LpBounds.ComplexDiagonal	c0005_direct
NumStability.Algorithms.MatrixPowersLp	compatibility	6	import NumStability.Analysis.MatrixNorms.Lp	c0005_direct
NumStability.Algorithms.MatrixPowersLp	compatibility	7	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.Equations04And05.LpDiagonal	c0005_direct
NumStability.Algorithms.MatrixPowersLpJordan	compatibility	1	import Mathlib.Algebra.BigOperators.Group.Finset.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersLpJordan	compatibility	2	import Mathlib.Data.Real.Basic	c0005_direct
NumStability.Algorithms.MatrixPowersLpJordan	compatibility	3	import Mathlib.Tactic.Linarith	c0005_direct
NumStability.Algorithms.MatrixPowersLpJordan	compatibility	4	import Mathlib.Tactic.Ring	c0005_direct
NumStability.Algorithms.MatrixPowersLpJordan	compatibility	5	import NumStability.Algorithms.MatrixPowersLp	c0005_direct
NumStability.Algorithms.MatrixPowersLpJordan	compatibility	6	import NumStability.Analysis.LinearOperators.MatrixPowers.LpBounds.ComplexJordan	c0005_direct
NumStability.Algorithms.MatrixPowersLpJordan	compatibility	7	import NumStability.Analysis.MatrixNorms.Lp	c0005_direct
NumStability.Algorithms.MatrixPowersLpJordan	compatibility	8	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.Equations04And05.LpJordan	c0005_direct
NumStability.Algorithms.MatrixPowersPseudospectral	compatibility	1	import NumStability.Algorithms.MatrixPowersComplex	c0005_direct
NumStability.Algorithms.MatrixPowersPseudospectral	compatibility	2	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.Definitions	c0005_direct
NumStability.Algorithms.MatrixPowersPseudospectral	compatibility	3	import NumStability.Analysis.MatrixNorms.SpectralRadius	c0005_direct
NumStability.Algorithms.MatrixPowersPseudospectral	compatibility	4	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.PseudospectralPackaging	c0005_direct
NumStability.Algorithms.MatrixPowersPseudospectralCriterion	compatibility	1	import NumStability.Algorithms.MatrixPowersPseudospectral	c0005_direct
NumStability.Algorithms.MatrixPowersPseudospectralCriterion	compatibility	2	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.ConvergenceCriterion	c0005_direct
NumStability.Algorithms.MatrixPowersPseudospectralCriterion	compatibility	3	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.PseudospectralCriterion	c0005_direct
NumStability.Algorithms.MatrixPowersSpectral	compatibility	1	import Mathlib.Analysis.Matrix.Normed	c0005_direct
NumStability.Algorithms.MatrixPowersSpectral	compatibility	2	import Mathlib.Analysis.Normed.Algebra.GelfandFormula	c0005_direct
NumStability.Algorithms.MatrixPowersSpectral	compatibility	3	import Mathlib.LinearAlgebra.Matrix.FiniteDimensional	c0005_direct
NumStability.Algorithms.MatrixPowersSpectral	compatibility	4	import NumStability.Algorithms.MatrixPowers	c0005_direct
NumStability.Algorithms.MatrixPowersSpectral	compatibility	5	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.SpectralRadius	c0005_direct
NumStability.Algorithms.MatrixPowersSpectral	compatibility	6	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.SpectralCriterion	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	1	import Mathlib.Algebra.BigOperators.Intervals	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	2	import Mathlib.Algebra.Field.GeomSum	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	3	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	4	import Mathlib.Analysis.Complex.Polynomial.Basic	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	5	import Mathlib.Analysis.InnerProductSpace.LinearMap	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	6	import Mathlib.Analysis.InnerProductSpace.Rayleigh	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	7	import Mathlib.Analysis.SpecialFunctions.Complex.Circle	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	8	import Mathlib.FieldTheory.IsAlgClosed.Basic	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	9	import Mathlib.RingTheory.RootsOfUnity.Complex	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	10	import NumStability.Analysis.BergerResolvent	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	11	import NumStability.Analysis.NumericalRadius	c0005_direct
NumStability.Analysis.BergerGeneral	compatibility	12	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination
NumStability.Analysis.BergerInequality	compatibility	1	import Mathlib.Analysis.InnerProductSpace.Rayleigh	c0005_direct
NumStability.Analysis.BergerInequality	compatibility	2	import Mathlib.Analysis.InnerProductSpace.Symmetric	c0005_direct
NumStability.Analysis.BergerInequality	compatibility	3	import Mathlib.LinearAlgebra.Matrix.Hermitian	c0005_direct
NumStability.Analysis.BergerInequality	compatibility	4	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Hermitian	c0005_direct
NumStability.Analysis.BergerInequality	compatibility	5	import NumStability.Analysis.NumericalRadius	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	2	import Mathlib.Analysis.Complex.Polynomial.Basic	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	3	import Mathlib.Analysis.InnerProductSpace.LinearMap	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	4	import Mathlib.Analysis.InnerProductSpace.Rayleigh	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	5	import Mathlib.Data.Real.Pointwise	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	6	import Mathlib.FieldTheory.IsAlgClosed.Basic	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	7	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.PowerTwo	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	8	import NumStability.Analysis.NumericalRadius	c0005_direct
NumStability.Analysis.BergerResolvent	compatibility	9	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	5	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	7	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	8	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	9	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	10	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	11	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	12	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	13	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	14	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	15	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	16	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	17	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	18	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	19	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	compatibility	20	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	1	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	2	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	3	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	4	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	7	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	8	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	9	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	10	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	11	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	12	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	13	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	14	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra	aggregate	15	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal	produced_destination	5	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression	produced_destination	7	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	produced_destination	5	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	7	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	8	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	9	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching	produced_destination	10	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	produced_destination	7	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	7	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	8	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection	produced_destination	9	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	produced_destination	5	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
